,Unnamed: 0,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
10819,30429,722680,2012,['49/28468049_1978-08-18_2012.jpg'],1.0,['Carles Castillejo'],[[226.16 120.56 288.64 183.04]],3.050453697639381,,1978,34
3243,8928,685021,1949,['79/1412179_1875-07-10_1949.jpg'],0.0,['Mary McLeod Bethune'],[[139.80184074 201.53599219 277.80368149 339.53783293]],3.0145764513087765,,1875,74
10847,30522,724064,2013,['36/38433536_1982-06-02_2013.jpg'],1.0,['Timo Pieni Huijaus'],[[166.87627388  76.33285176 301.81140705 211.26798494]],3.931372271845596,,1982,31
16969,47957,725809,2008,['78/16759678_1987-03-13_2008.jpg'],0.0,['Parvathy Omanakuttan'],[[102.45615327  73.35439519 232.81406462 203.71230654]],4.902659397061176,,1987,21
2422,6702,726338,2013,['15/40142015_1988-08-23_2013.jpg'],0.0,['Vaani Kapoor'],[[105.3361478   66.06759237 222.52181407 183.25325865]],5.275059810137049,,1988,25
12218,34326,710184,2012,['55/2458955_1944-06-01_2012.jpg'],1.0,['Colin Blakemore'],[[110.54960256  96.83090224 233.21790545 219.49920513]],3.5011565369211857,,1944,68
12482,35038,696634,1965,['13/35591513_1907-04-27_1965.jpg'],1.0,['France Mihelič'],[[ 17.03035574  50.30306722 166.36355739 199.63626887]],3.175500010841911,,1907,58
18672,52825,708010,2011,['75/33889575_1938-06-19_2011.jpg'],1.0,['Karl Moik'],[[107.58644628 128.92773554 298.77804959 320.11933885]],4.941665809085296,,1938,73
14034,39635,721639,2004,['55/72655_1975-10-12_2004.jpg'],0.0,['Marion Jones'],[[ 41.14757624  41.14757624 132.45562278 132.45562278]],3.4554796580763907,,1975,29
13549,38165,715686,2010,['40/706340_1959-06-25_2010.jpg'],1.0,['Paris Themmen'],[[190.98368924  73.94511125 321.85608948 204.81751149]],4.180271932766699,,1959,51
7244,20336,723570,2010,['88/32336688_1981-01-24_2010.jpg'],1.0,['Mindaugas Rojus'],[[ 97.704  35.88  176.64  114.816]],4.023865409219499,,1981,29
380,1086,728643,2011,['16/31065216_1994-12-15_2011.jpg'],1.0,['Jason Brown'],[[ 79.38044921 105.61859895 196.78612303 223.02427277]],5.2336048929086205,,1994,17
7740,21762,719330,2012,['25/443225_1969-06-16_2012.jpg'],1.0,['Bénabar'],[[ 34.57940252 169.69701258 337.79402516 472.91163522]],4.258117284632829,,1969,43
6045,17024,724569,2007,['57/6621157_1983-10-20_2007.jpg'],1.0,['Michel Vorm'],[[ 92.364 138.188 297.856 343.68 ]],3.724675745782382,,1983,24
2992,8233,723128,2012,['68/7218368_1979-11-09_2012.jpg'],0.0,['Caroline Flack'],[[ 87.75350443 131.21225664 282.4818894  325.94064161]],5.35427340505346,,1979,33
4805,13440,709853,1975,['61/4121361_1943-07-06_1975.jpg'],1.0,['Leonard Matlovich'],[[ 80.57983471  67.24152893 200.07458678 186.73628099]],4.9400060801810435,,1943,32
20962,59157,706636,2007,['43/14937543_1934-09-14_2007.jpg'],1.0,['Michael Chappell'],[[ 51.04343433  38.39607575 164.41566159 151.768303  ]],4.788027215393933,,1934,73
12926,36468,713830,1979,['57/575557_1954-05-26_1979.jpg'],0.0,['Aritha Van Herk'],[[ 85.36 113.52 337.92 366.08]],4.602231210792674,,1954,25
7882,22119,706596,1999,['87/2533887_1934-08-05_1999.jpg'],1.0,['Vern Gosdin'],[[107.74125322 107.74125322 299.52510901 299.52510901]],3.1160334393084317,,1934,65
18818,53195,706151,1967,['70/24810870_1933-05-17_1967.jpg'],0.0,['Thérèse Steinmetz'],[[107.58644628 214.29289256 298.77804959 405.48449587]],4.4023087938145045,,1933,34
20308,57322,718372,2014,['67/3192467_1966-11-01_2014.jpg'],1.0,['Ingo Steuer'],[[ 97.92203703 162.61672838 388.16814812 452.86283947]],5.800586798141477,,1966,48
1784,4888,725390,2013,['72/37014372_1986-01-18_2013.jpg'],0.0,['Becca Tobin'],[[169.84 198.   422.4  450.56]],3.647886358931908,,1986,27
8016,22447,710475,1989,['25/853925_1945-03-19_1989.jpg'],1.0,['Randy Steven Kraft'],[[ 47.70930153  47.70930153 132.41564427 132.41564427]],3.174001973077261,,1945,44
10871,30593,692533,1957,['07/38478107_1896-02-02_1957.jpg'],1.0,['V. A. Sundaram'],[[ 59.61335578 147.83338944 323.47345677 411.69349043]],4.990629099129012,,1896,61
7574,21280,726081,2012,['97/7335197_1987-12-10_2012.jpg'],1.0,['Gonzalo Higuaín'],[[103.8902524  138.1870032  411.56100961 445.85776042]],4.3463598567306985,,1987,25
14233,40147,716469,2013,['05/43695705_1961-08-16_2013.jpg'],1.0,['Noam Murro'],[[123.45351931  49.90940772 343.20585407 269.66174249]],5.232356363119999,,1961,52
14300,40352,702358,2010,['50/1464550_1922-12-28_2010.jpg'],1.0,['Bill Gallo'],[[ 77.6 116.  192.  230.4]],4.227354037380314,,1922,88
14095,39802,690048,1940,['71/1369271_1889-04-14_1940.jpg'],1.0,['James Stephenson'],[[122.09420994  87.4290071  277.32162273 242.65641989]],3.6394129718306023,,1889,51
3595,10044,710237,2011,['86/6518486_1944-07-24_2011.jpg'],1.0,['Daniel Morelon'],[[ 85.36 169.84 337.92 422.4 ]],3.624112662692228,,1944,67
4785,13380,718756,2008,['82/31281182_1967-11-20_2008.jpg'],1.0,['Johannes Wieland'],[[161.63738758  46.59925359 368.12202875 253.08389476]],4.156884600809185,,1967,41
13836,39056,723836,2013,['50/12635050_1981-10-17_2013.jpg'],0.0,['Holly Holm'],[[186.66671384 112.3520283  352.99475629 278.68007076]],3.0836507752691062,,1981,32
20255,57178,715264,2009,['42/2190442_1958-04-29_2009.jpg'],1.0,['Gary Cohen'],[[ 91.42342212  91.42342212 362.17368846 362.17368846]],5.3004134007392505,,1958,51
6313,17754,723606,2015,['93/2822193_1981-03-01_2015.jpg'],1.0,['Will Power'],[[102.68613888 102.68613888 232.90088887 232.90088887]],4.215381615535634,,1981,34
12611,35446,725816,2008,['85/1659985_1987-03-20_2008.jpg'],1.0,['Jô'],[[ 58.20991334  92.82986135 161.55975737 196.17970537]],4.384407367875726,,1987,21
11139,31382,724330,2014,['04/1054604_1983-02-23_2014.jpg'],0.0,['Emily Blunt'],[[ 37.1728577  182.42428852 363.12857704 508.38000786]],5.075783987313982,,1983,31
1466,3999,718779,2009,['80/6505280_1967-12-13_2009.jpg'],1.0,['Colin Kolles'],[[128.92773554 107.58644628 320.11933885 298.77804959]],4.189143802477151,,1967,42
1669,4557,722771,2012,['63/760163_1978-11-17_2012.jpg'],0.0,['Rachel McAdams'],[[123.45351931  98.93881545 343.20585407 318.69115021]],5.592383686889006,,1978,34
18930,53528,727305,2012,['80/6489180_1991-04-17_2012.jpg'],0.0,['Tessa James'],[[136.69513317  76.33285176 271.63026635 211.26798494]],4.853608356859088,,1991,21
17162,48753,704140,2013,['23/8675623_1927-11-14_2013.jpg'],1.0,['Tom Hatten'],[[136.18185259 109.07388208 257.52571993 230.41774941]],4.04534972621086,,1927,86
699,2002,711495,1970,['08/8204608_1948-01-03_1970.jpg'],1.0,['Jan Bazen'],[[143.47443476 102.69088197 326.26842231 285.48486953]],4.137460060551256,,1948,22
6763,18988,709666,2013,['77/40342577_1942-12-31_2013.jpg'],1.0,['David Sankoff'],[[ 98.93881545 147.96822317 318.69115021 367.72055794]],3.2072421637408017,,1942,71
4688,13062,726489,2014,['37/11290337_1989-01-21_2014.jpg'],1.0,['Henrikh Mkhitaryan'],[[182.14445764 127.77712035 344.32646952 289.95913223]],5.001266884857581,,1989,25
3914,10916,708587,2014,['90/17190_1940-01-17_2014.jpg'],1.0,['Kipchoge Keino'],[[ 70.21805336 104.88708004 381.35929348 416.02832016]],4.673648477828961,,1940,74
15571,44006,715062,2013,['71/2075371_1957-10-09_2013.jpg'],1.0,['Gary Darling'],[[156.9109438   57.43143411 284.22717055 184.74766086]],3.142536292706808,,1957,56
20121,56808,718576,2010,['28/40923328_1967-05-24_2010.jpg'],0.0,['Leona Machálková'],[[ 74.42411159 147.96822317 294.17644635 367.72055794]],4.618678680162147,,1967,43
17550,49751,724686,2013,['88/4878688_1984-02-14_2013.jpg'],1.0,['John Prats'],[[140.26488871 100.44063479 318.59403133 278.76977741]],5.205269401566062,,1984,29
17147,48707,719035,2007,['16/667016_1968-08-25_2007.jpg'],0.0,['Rachael Ray'],[[114.09570987  97.92203703 258.77876541 242.60509258]],3.960819245033997,,1968,39
21366,60185,715404,2007,['90/859890_1958-09-16_2007.jpg'],1.0,['Neville Southall'],[[ 40.87759579  32.75647663 113.69566822 105.57454906]],4.743440325796137,,1958,49
1923,5316,726006,2013,['56/18073956_1987-09-26_2013.jpg'],1.0,['Pierre de Wit'],[[131.1825133   82.20882081 277.51759077 228.54389828]],4.606576296619608,,1987,26
5196,14536,717186,2015,['02/1327702_1963-08-03_2015.jpg'],0.0,['Lisa Ann Walter'],[[105.97683617 105.97683617 341.56471754 341.56471754]],4.7190962300420365,,1963,52
18732,52976,725944,2013,['56/6389656_1987-07-26_2013.jpg'],1.0,['Panagiotis Kone'],[[151.78570353 106.51399247 286.7208367  241.44912564]],4.021718528984965,,1987,26
5178,14489,725416,2007,['23/1323823_1986-02-13_2007.jpg'],1.0,['Luke Moore'],[[ 83.57464539  62.78098404 176.74612145 155.9524601 ]],3.7103195033287935,,1986,21
16514,46750,711379,1969,['37/14747637_1947-09-09_1969.jpg'],1.0,['Freddy Weller'],[[ 99.44  99.44 225.28 225.28]],4.259921996344168,,1947,22
12106,34030,717046,2013,['92/935492_1963-03-16_2013.jpg'],1.0,['Jerome Flynn'],[[ 97.92203703  97.92203703 388.16814812 388.16814812]],5.0315673349624435,,1963,50
19908,56205,713089,2011,['64/598464_1952-05-15_2011.jpg'],1.0,['Chazz Palminteri'],[[123.45351931 123.45351931 343.20585407 343.20585407]],3.993287763532293,,1952,59
21349,60156,723276,2014,['38/7592738_1980-04-05_2014.jpg'],0.0,['Mary Katharine Ham'],[[115.24513741  92.37210993 320.22238474 297.34935726]],4.765407541933252,,1980,34
11947,33604,724408,2015,['41/23529641_1983-05-12_2015.jpg'],1.0,['Domhnall Gleeson'],[[ 35.54902668 139.55610672 346.6902668  450.69734684]],3.890701012620728,,1983,32
14609,41170,717689,2010,['67/356167_1964-12-18_2010.jpg'],1.0,['Stone Cold Steve Austin'],[[180.08914262 120.35276175 358.41828525 298.68190437]],3.560135016746482,,1964,46
16324,46268,723945,2012,['01/23799301_1982-02-03_2012.jpg'],1.0,['David Fuster'],[[125.022  35.454 169.184  79.616]],3.04359006443718,,1982,30
3804,10625,720393,2014,['35/5612735_1972-05-14_2014.jpg'],1.0,['Gabriel Mann'],[[128.92773554 150.2690248  320.11933885 341.4606281 ]],3.906672017001845,,1972,42
4516,12608,724561,2009,['97/3024197_1983-10-12_2009.jpg'],1.0,['Alex Brosque'],[[139.55610672 104.88708004 294.68672678 260.0177001 ]],5.023151320975992,,1983,26
13586,38258,707313,1979,['40/11625540_1936-07-22_1979.jpg'],1.0,['Roland Jooris'],[[ 61.24228141 151.78570353 331.99254776 422.53596987]],4.467609187954162,,1936,43
6142,17284,727374,2014,['30/27256530_1991-06-25_2014.jpg'],1.0,['Simone Zaza'],[[118.65605984 138.30606981 294.75014959 314.40015956]],3.7532774572474814,,1991,23
13156,37061,710726,1969,['08/9859808_1945-11-25_1969.jpg'],1.0,['Nick Bacon'],[[ 75.57718085  75.57718085 243.28583776 243.28583776]],4.903538555513464,,1945,24
859,2372,719974,2013,['02/3301802_1971-03-22_2013.jpg'],1.0,['Will Yun Lee'],[[127.6  127.6  253.44 253.44]],3.1000765497182305,,1971,42
770,2176,718888,2012,['87/13068787_1968-03-31_2012.jpg'],0.0,['Yang Lan'],[[156.89062006 104.88708004 312.02124012 260.0177001 ]],4.831717205382219,,1968,44
21473,60471,704754,1989,['46/36917446_1929-07-20_1989.jpg'],1.0,['Bert R. Bulkin'],[[125.24806316  63.02303158 217.78761053 155.56257895]],3.3462566520877246,,1929,60
3048,8386,691834,1945,['57/13180857_1894-03-05_1945.jpg'],0.0,['Symona Boniface'],[[108.52184552 126.46715311 269.1796138  287.12492138]],4.424776148901588,,1894,51
9115,25547,705663,1954,['79/11434179_1932-01-15_1954.jpg'],1.0,['Jules Maenen'],[[139.55610672 104.88708004 294.68672678 260.0177001 ]],5.196536154524319,,1932,22
13887,39202,724520,2006,['67/2262667_1983-09-01_2006.jpg'],0.0,['Tiana Lynn'],[[117.79306747  78.79671165 292.47266867 253.47631285]],4.952960721351383,,1983,23
3241,8891,719915,2007,['72/9313772_1971-01-22_2007.jpg'],1.0,['Markus Baur'],[[155.204  78.084 293.056 215.936]],4.202565288766042,,1971,36
17351,49226,717345,2014,['19/5778119_1964-01-09_2014.jpg'],1.0,['Stephen Sackur'],[[139.55610672 122.22159338 294.68672678 277.35221344]],3.0584251320099782,,1964,50
9684,27103,719205,2013,['19/13489319_1969-02-11_2013.jpg'],1.0,['Abdelhafid Tasfaout'],[[ 47.5817356   63.28964747 188.4949424  204.20285427]],5.309331151828721,,1969,44
9553,26779,720421,2010,['92/42446792_1972-06-11_2010.jpg'],1.0,['Eriberto Leão'],[[  7.73120792  80.78328713  73.05207921 146.10415841]],4.563402273749833,,1972,38
15193,42969,724885,2011,['21/28611821_1984-08-31_2011.jpg'],0.0,['Molly Huddle'],[[ 86.4    31.104 141.312  86.016]],3.6905360121138084,,1984,27
2421,6700,727643,2013,['77/40140177_1992-03-20_2013.jpg'],1.0,['Sandeul'],[[111.05440514  44.93056206 308.57793439 242.4540913 ]],4.277587665527472,,1992,21
17288,49079,728138,2012,['62/37732462_1993-07-28_2012.jpg'],1.0,['Paul McCallum'],[[141.68  57.2  267.52 183.04]],3.2603550861861588,,1993,19
17397,49359,722301,2008,['78/1871878_1977-08-04_2008.jpg'],1.0,['Frankie Kazarian'],[[ 60.61638087  80.52850783 238.9455235  258.85765046]],3.652788506143168,,1977,31
10126,28376,725368,2012,['81/15473581_1985-12-27_2012.jpg'],1.0,['Adil Rami'],[[ 64.48667104 107.0031184  255.09868415 297.61513151]],5.3611053958659305,,1985,27
1410,3832,726299,2012,['16/35060316_1988-07-15_2012.jpg'],0.0,['Aimee Carrero'],[[ 70.21805336 174.2251334  381.35929348 485.36637352]],5.307130365509504,,1988,24
2600,7103,710400,1980,['41/211641_1945-01-03_1980.jpg'],1.0,['David Starkey'],[[115.24513741 138.11816489 320.22238474 343.09541222]],3.4538867594559246,,1945,35
2087,5782,707075,2005,['16/190216_1935-11-27_2005.jpg'],0.0,['Verity Lambert'],[[121.96254629  85.5717824  230.47483795 194.08407406]],3.2403418152518766,,1935,70
12181,34218,722326,2008,['22/2452522_1977-08-29_2008.jpg'],1.0,['Devean George'],[[108.20540063  43.71416025 300.95912175 236.46788138]],4.434461880195043,,1977,31
7388,20769,720346,2013,['28/1338128_1972-03-28_2013.jpg'],1.0,['Nick Frost'],[[138.11816489  69.49908244 343.09541222 274.47632978]],3.620256048357364,,1972,41
3641,10164,717272,2007,['71/1612671_1963-10-28_2007.jpg'],0.0,['Lauren Holly'],[[ 49.90940772  98.93881545 440.88       539.32348497]],3.475430877901875,,1963,44
21416,60316,707701,1964,['44/16993644_1937-08-14_1964.jpg'],1.0,['Brian Curvis'],[[182.89239007  78.88531003 260.0177001  156.01062006]],3.938274401512193,,1937,27
5392,15039,726843,2008,['24/8324324_1990-01-10_2008.jpg'],0.0,['Tao Li'],[[ 55.67480128 247.73660577 301.81140705 493.87321154]],4.846444104187353,,1990,18
9592,26877,720883,2015,['34/5248734_1973-09-16_2015.jpg'],1.0,['Richard Engel'],[[ 97.92203703  97.92203703 388.16814812 388.16814812]],5.623950603537795,,1973,42
15326,43364,728763,2008,['38/19624438_1995-04-14_2008.jpg'],0.0,['Yukiko Fujisawa'],[[131.626  93.434 180.048 141.856]],3.1503655254970084,,1995,13
17245,48960,711795,1976,['18/277318_1948-10-29_1976.jpg'],0.0,['Kate Jackson'],[[156.89062006  52.88354002 312.02124012 208.01416008]],4.385136469250475,,1948,28
18817,53193,722062,2003,['95/248095_1976-12-08_2003.jpg'],1.0,['Dominic Monaghan'],[[ 73.20773439 109.41160159 235.32513678 271.52900398]],3.5475240935315986,,1976,27
19131,54031,705449,1997,['02/558902_1931-06-15_1997.jpg'],1.0,['Budd Hopkins'],[[ 92.37210993 138.11816489 297.34935726 343.09541222]],3.4337835358311053,,1931,66
17597,49885,712930,2008,['89/1971989_1951-12-08_2008.jpg'],1.0,['Jan Eggum'],[[161  57 232 128]],3.0318602333634432,,1951,57
7472,20965,726542,2008,['13/33321213_1989-03-15_2008.jpg'],0.0,['Nicole Schmidhofer'],[[ 93.47103535 186.10207069 370.52414139 463.15517673]],3.5074855713022566,,1989,19
19977,56362,725613,2015,['71/10953971_1986-08-29_2015.jpg'],0.0,['Lea Michele'],[[ 49.664  49.664 196.608 196.608]],5.1966368886065215,,1986,29
1435,3889,706611,1987,['64/4501864_1934-08-20_1987.jpg'],1.0,['Paul David Manson'],[[116.14482047  96.91068373 288.51205119 269.27791444]],3.3789734308681694,,1934,53
4250,11880,697819,1975,['33/29106633_1910-07-25_1975.jpg'],1.0,['Michael Kmit'],[[ 97.92203703 162.61672838 388.16814812 452.86283947]],4.293902243335073,,1910,65
19794,55862,721428,2012,['61/1982061_1975-03-15_2012.jpg'],1.0,['will.i.am'],[[ 65.57469135 162.61672838 355.82080244 452.86283947]],3.3918459755940127,,1975,37
18661,52801,718891,2008,['99/3386199_1968-04-03_2008.jpg'],1.0,['Veni Markovski'],[[ 95.39590129 171.16862232 265.2045236  340.97724463]],4.497528049807792,,1968,40
638,1844,725547,2014,['15/42032615_1986-06-24_2014.jpg'],0.0,['Vilija Matačiūnaitė'],[[ 98.19802476  42.46201061 222.9440566  167.20804245]],5.022072958297522,,1986,28
1917,5308,726198,2013,['36/18067536_1988-04-05_2013.jpg'],1.0,['Zack Smith'],[[177.56  59.8  309.12 191.36]],4.396784482695076,,1988,25
150,451,728484,2012,['48/30093048_1994-07-09_2012.jpg'],1.0,['Pepe Oriola'],[[ 59.61335578 118.42671155 323.47345677 382.28681254]],4.240800359247349,,1994,18
11497,32367,726584,2012,['91/31562891_1989-04-26_2012.jpg'],1.0,['Luke Bracey'],[[151.15113734  70.92119742 240.68981974 160.45987983]],4.067103026840388,,1989,23
9448,26503,715066,2008,['81/224481_1957-10-13_2008.jpg'],1.0,['Chris Carter'],[[140.26488871 160.17701567 318.59403133 338.50615829]],4.499115033207788,,1957,51
9081,25448,707537,1949,['87/804587_1937-03-03_1949.jpg'],1.0,['Bobby Driscoll'],[[ 43.11187558  71.53579264 170.54350233 198.96741938]],5.000595964122472,,1937,12
17218,48894,718405,2014,['72/1778172_1966-12-04_2014.jpg'],1.0,['Fred Armisen'],[[147.96822317 123.45351931 367.72055794 343.20585407]],3.8599543501273037,,1966,48
1664,4549,724597,2010,['19/7600319_1983-11-17_2010.jpg'],1.0,['Harry Lloyd'],[[171.61031405 214.29289256 362.80191736 405.48449587]],3.584389212287733,,1983,27
4337,12119,702493,2010,['92/3919992_1923-05-12_2010.jpg'],0.0,['Mila del Sol'],[[140.26488871 100.44063479 318.59403133 278.76977741]],3.2931826074742965,,1923,87
7868,22092,720209,2013,['98/25309498_1971-11-12_2013.jpg'],0.0,['Rebecca Wisocky'],[[ 38.03734277 186.66671384 371.57342767 520.20279874]],3.6727818328418613,,1971,42
7994,22412,724552,2014,['42/7534042_1983-10-03_2014.jpg'],1.0,['Dean Morgan'],[[183.92  71.28 309.76 197.12]],4.625554683226229,,1983,31
20177,56952,711431,2002,['21/709221_1947-10-31_2002.jpg'],1.0,['Frank Shorter'],[[ 85.45923232 113.68964309 338.76492927 366.99534004]],3.1165731261706813,,1947,55
2164,5998,728397,2015,['14/39026114_1994-04-13_2015.jpg'],1.0,['Jack Viney'],[[109.79857311  91.64214426 272.34643278 254.19000393]],5.591086875629244,,1994,21
734,2087,723967,2009,['25/1303125_1982-02-25_2009.jpg'],0.0,['Kimberly Caldwell'],[[ 85.36 141.68 337.92 394.24]],4.919866771695606,,1982,27
22133,62281,712547,2011,['55/7999955_1950-11-20_2011.jpg'],1.0,['Rudy Jaramillo'],[[112.2304721   67.65828326 312.00532189 267.43313304]],3.4119755673105816,,1950,61
11515,32420,702013,2010,['45/415045_1922-01-17_2010.jpg'],0.0,['Betty White'],[[105.97683617 132.25104521 341.56471754 367.83892658]],4.99433257528675,,1922,88
2031,5641,716207,2011,['43/5801943_1960-11-27_2011.jpg'],1.0,['Kevin Henkes'],[[134.51656652 123.37351931 234.00399141 222.8609442 ]],3.553512098641685,,1960,51
11825,33298,725021,2010,['60/4256260_1985-01-14_2010.jpg'],1.0,['Martin Putze'],[[124.46804713  71.53602693 282.30410772 229.37208753]],4.474999393419583,,1985,25
18589,52589,713464,2006,['57/238157_1953-05-25_2006.jpg'],1.0,['Stan Sakai'],[[148.12 162.84 279.68 294.4 ]],3.9249942987679134,,1953,53
19941,56285,722042,2009,['66/1090166_1976-11-18_2009.jpg'],1.0,['Dominic Armato'],[[226.22867342  87.5525667  381.35929348 242.68318676]],4.606058101765213,,1976,33
11508,32401,726642,2013,['80/31590880_1989-06-23_2013.jpg'],0.0,['Lauren Bennett'],[[ 65.07766557  54.32238797 161.32916392 150.57388633]],4.122391211807094,,1989,24
17111,48398,727696,2014,['41/36798241_1992-05-12_2014.jpg'],1.0,['Erik Durm'],[[128.48822675  85.85415117 255.8044535  213.17037791]],4.991487323615979,,1992,22
4125,11518,723029,2010,['38/38112138_1979-08-02_2010.jpg'],1.0,['User:RitchieVillavicencio'],[[128.63471796  43.46357265 319.3917949  234.22064959]],5.428796460089705,,1979,31
11673,32817,702047,1952,['65/12569265_1922-02-20_1952.jpg'],1.0,['Jim Wilson'],[[ 30.96419684  76.64549211 167.49808264 213.17937791]],4.869654591729957,,1922,30
3070,8439,727129,2013,['60/23116760_1990-10-23_2013.jpg'],1.0,['Stan Walker'],[[151.78570353  61.24228141 286.7208367  196.17741458]],5.694069420877264,,1990,23
10553,29707,708847,2007,['12/1743112_1940-10-03_2007.jpg'],1.0,"[""Alan O'Day""]",[[ 41.47807256  41.47807256 164.52029024 164.52029024]],3.170555805299648,,1940,67
20735,58522,722080,2009,['01/23900801_1976-12-26_2009.jpg'],0.0,['Emma Forrest'],[[  0.394       66.93942296 149.72720165 216.27262461]],3.8919783560985,,1976,33
20289,57268,705164,1952,['96/21976796_1930-09-03_1952.jpg'],1.0,['Joe Campanella'],[[ 81.19628027  61.0252102  171.45409558 151.28302551]],3.0795859085665644,,1930,22
8061,22576,702321,1976,['41/1636641_1922-11-21_1976.jpg'],1.0,['Abe Lemons'],[[123.45351931  98.93881545 343.20585407 318.69115021]],3.649347706902775,,1922,54
2601,7104,710764,1978,['45/21165045_1946-01-02_1978.jpg'],1.0,['Sonny Ruberto'],[[126.86918793 111.11053944 267.89702434 252.13837585]],3.123253517916672,,1946,32
12182,34221,726683,2011,['85/24525785_1989-08-03_2011.jpg'],1.0,['Yaroslav Rakitskiy'],[[144.02089092  64.42817374 286.53378184 206.94106466]],5.457700157369374,,1989,22
16800,47495,701741,1961,['11/25762111_1921-04-20_1961.jpg'],1.0,['Kenneth O. Chilstrom'],[[115.24513741 115.24513741 320.22238474 320.22238474]],4.922917101227591,,1921,40
11953,33616,727670,2012,['59/2353459_1992-04-16_2012.jpg'],1.0,['Prince Sébastien of Luxembourg'],[[ 90.20788425  57.5664718  163.20706228 130.56564982]],4.57438455538646,,1992,20
13283,37434,720968,2011,['59/3957659_1973-12-10_2011.jpg'],0.0,['Arden Myrin'],[[203.17091048  83.70628156 284.87719204 165.41256312]],3.4901806032897644,,1973,38
3387,9406,727915,2012,['80/44178180_1992-12-17_2012.jpg'],1.0,['Alex Dujshebaev'],[[ 91.42342212  91.42342212 226.35855529 226.35855529]],5.729960751703301,,1992,20
4759,13280,712110,1966,['44/31226044_1949-09-09_1966.jpg'],1.0,['Alain Mosconi'],[[146.44305555 130.26938271 291.12611109 274.95243825]],3.5234423124581498,,1949,17
1195,3305,726324,2014,['36/44067736_1988-08-09_2014.jpg'],1.0,['Luigi Miletta'],[[162.61672838 114.09570987 307.29978393 258.77876541]],5.0440921674561725,,1988,26
10159,28489,691773,1942,['18/254518_1894-01-03_1942.jpg'],0.0,['ZaSu Pitts'],[[127.42275943 127.42275943 269.1796138  269.1796138 ]],4.1795162051894685,,1894,48
4144,11591,727165,2013,['30/38186430_1990-11-28_2013.jpg'],0.0,['Azza Besbes'],[[123.45351931  74.42411159 343.20585407 294.17644635]],6.5335717650075305,,1990,23
4602,12838,689565,1962,['27/502927_1887-12-18_1962.jpg'],1.0,['Charles Galton Darwin'],[[150.28527865 120.42822292 417.99878021 388.14172448]],3.9877471806209055,,1887,75
490,1428,716646,2014,['12/1205912_1962-02-09_2014.jpg'],0.0,['Teesta Setalvad'],[[151.116  38.22  319.872 206.976]],3.4878768785612166,,1962,52
17601,49904,719269,2002,['14/1973014_1969-04-16_2002.jpg'],0.0,['Olivia Del Rio'],[[116.7968847  213.41595528 289.85721174 386.47628233]],4.696349687453671,,1969,33
16157,45845,722611,2009,['94/4274094_1978-06-10_2009.jpg'],0.0,['Han Hee-won'],[[170.76025545  98.00586026 388.02344103 315.26904583]],3.6526578609984615,,1978,31
19633,55412,716703,2008,['56/18875656_1962-04-07_2008.jpg'],1.0,['Warren Potent'],[[208.89416008  87.5525667  364.02478014 242.68318676]],3.0339776364164464,,1962,46
21899,61684,713835,2014,['52/3898652_1954-05-31_2014.jpg'],1.0,['Arne Larsen Økland'],[[131.85   94.346 300.032 262.528]],4.027382801374766,,1954,60
4444,12416,723851,2007,['49/10291849_1981-11-01_2007.jpg'],1.0,['Anwar Uddin'],[[ 38.28093082  76.11386164 208.0811195  245.91405031]],4.6089383872417296,,1981,26
15820,44779,708506,2008,['09/217809_1939-10-28_2008.jpg'],0.0,['Jane Alexander'],[[105.97683617 105.97683617 341.56471754 341.56471754]],3.27449706945652,,1939,69
21409,60306,696847,1976,['49/1698749_1907-11-26_1976.jpg'],0.0,['Ruth Patrick'],[[130.52727904  57.37230958 203.2082485  130.05327904]],3.0221783274827865,,1907,69
1267,3494,709440,2012,['36/15003536_1942-05-19_2012.jpg'],1.0,['Shirrel Rhoades'],[[ 44.71001683  88.82003366 242.60509258 286.71510941]],3.125447238053788,,1942,70
9234,25857,726618,2014,['26/31422226_1989-05-30_2014.jpg'],0.0,['Hyomin'],[[141.68 169.84 394.24 422.4 ]],3.2014244050708327,,1989,25
15322,43354,717527,1983,['44/19619844_1964-07-09_1983.jpg'],0.0,['Kazumi Kawai'],[[ 75.02327593  50.17485062 186.36318982 161.51476451]],3.3843077267101584,,1964,19
18840,53251,720250,2008,['51/248551_1971-12-23_2008.jpg'],1.0,['Corey Haim'],[[  0.5        121.75732532 218.26318558 339.5205109 ]],4.973676189956397,,1971,37
19726,55646,699374,2006,['03/38859003_1914-10-27_2006.jpg'],1.0,['Adolph Peschke'],[[ 95.95705365  76.90244292 266.76455021 247.70993948]],3.45298594140946,,1914,92
11810,33229,705664,1980,['54/42519254_1932-01-16_1980.jpg'],1.0,['Christiaan van Velzen'],[[ 98.93881545 123.45351931 318.69115021 343.20585407]],4.26422501567828,,1932,48
16119,45684,699530,1949,['02/3277002_1915-04-01_1949.jpg'],1.0,['Jeff Heath'],[[ 60.06860406  40.18240271 149.14651014 129.26030879]],3.4578444266468455,,1915,34
8387,23402,717234,2008,['38/2734538_1963-09-20_2008.jpg'],1.0,"[""Joseph O'Connor""]",[[ 91.42342212 181.96684423 362.17368846 452.71711058]],3.8338975829211286,,1963,45
